payment_id,account_id,payment_timestamp,amount,payment_status,payment_method,reported_channel
PAY000000028,A000630,2025-09-13 16:00:00,3272.94,FAILED,BANK,WhatsApp
PAY000000029,A002893,2025-11-25 15:00:00,2343.99,SUCCESS,BANK,Human
PAY000000030,A002725,2026-07-26 11:00:00,4383.69,FAILED,BANK,Self_Pay
PAY000000031,A003013,2026-07-09 19:00:00,15310.97,SUCCESS,CASH,Field
PAY000000032,A002606,2026-07-03 16:00:00,14239.67,SUCCESS,UPI,Self_Pay
PAY000000033,A000573,2026-08-20 21:00:00,7072.0,FAILED,UPI,Human
PAY000000034,A001771,2026-04-12 12:00:00,7260.43,SUCCESS,CASH,AI Voice
PAY000000035,A002236,2026-04-23 14:00:00,9012.13,SUCCESS,UPI,WhatsApp
PAY000000036,A001414,2025-12-10 21:00:00,4279.26,SUCCESS,UPI,WhatsApp
PAY000000037,A000997,2026-02-13 10:00:00,6675.57,SUCCESS,CASH,Field
PAY000000038,A001220,2026-05-07 21:00:00,4042.89,FAILED,BANK,Self_Pay
PAY000000039,A002570,2025-10-07 07:00:00,1653.07,SUCCESS,CASH,Field
PAY000000040,A003543,2026-03-12 21:00:00,12003.17,SUCCESS,UPI,Self_Pay
PAY000000041,A000381,2026-05-03 12:00:00,10133.5,SUCCESS,CASH,Human
PAY000000042,A002477,2026-02-11 14:00:00,8160.66,SUCCESS,BANK,Human
PAY000000043,A002249,2026-02-21 21:00:00,5753.74,FAILED,UPI,AI Voice
PAY000000044,A001584,2026-08-18 09:00:00,12111.45,SUCCESS,BANK,AI Voice
PAY000000045,A002497,2025-10-05 16:00:00,11367.09,SUCCESS,UPI,AI Voice
PAY000000046,A000221,2026-01-18 19:00:00,6588.04,SUCCESS,BANK,Human
PAY000000047,A000323,2026-06-14 10:00:00,7747.03,SUCCESS,CARD,Human
PAY000000048,A002934,2026-01-03 09:00:00,1281.06,FAILED,BANK,Human
PAY000000049,A002633,2025-09-24 15:00:00,8949.38,SUCCESS,BANK,Self_Pay
PAY000000050,A000058,2026-06-20 15:00:00,15289.51,SUCCESS,BANK,Field
PAY000000051,A001884,2025-09-08 14:00:00,5974.96,SUCCESS,UPI,Field
PAY000000052,A003521,2025-09-17 07:00:00,14992.67,SUCCESS,CASH,WhatsApp
PAY000000053,A001956,2026-07-04 15:00:00,9860.23,SUCCESS,BANK,Self_Pay
PAY000000054,A000244,2025-10-26 12:00:00,12718.85,SUCCESS,BANK,Field
PAY000000055,A004053,2026-02-16 17:00:00,7005.73,SUCCESS,BANK,Field
PAY000000056,A001129,2025-12-16 18:00:00,9689.35,SUCCESS,BANK,Self_Pay
PAY000000057,A001591,2026-03-12 11:00:00,4978.78,FAILED,UPI,Field
PAY000000058,A000451,2025-11-11 17:00:00,11978.58,SUCCESS,BANK,Self_Pay
PAY000000059,A004033,2025-10-12 20:00:00,10889.32,FAILED,CASH,Field
PAY000000060,A000469,2026-08-06 15:00:00,11733.0,SUCCESS,CASH,Human
PAY000000061,A000720,2026-03-19 15:00:00,12670.16,FAILED,CARD,Human
PAY000000062,A003092,2026-06-15 19:00:00,3190.98,SUCCESS,CARD,AI Voice
PAY000000063,A001449,2025-12-24 08:00:00,3322.61,SUCCESS,BANK,WhatsApp
PAY000000064,A003792,2026-05-16 14:00:00,7314.76,SUCCESS,UPI,AI Voice
PAY000000065,A003675,2026-04-19 20:00:00,13478.3,SUCCESS,CARD,Human
PAY000000066,A001014,2026-06-06 16:00:00,1855.04,SUCCESS,BANK,Field
PAY000000067,A000699,2025-09-22 08:00:00,11393.07,SUCCESS,CASH,Field
PAY000000068,A003191,2026-04-05 12:00:00,8617.75,FAILED,BANK,Human
PAY000000069,A000679,2025-12-12 15:00:00,12517.0,SUCCESS,BANK,Field
PAY000000070,A001830,2026-05-06 17:00:00,4751.31,SUCCESS,CARD,WhatsApp
PAY000000071,A000604,2025-10-06 17:00:00,2011.23,FAILED,UPI,AI Voice
PAY000000072,A001103,2026-04-10 12:00:00,13126.29,FAILED,BANK,Human
PAY000000073,A001177,2026-02-02 14:00:00,8350.79,SUCCESS,CASH,Human
PAY000000074,A001094,2025-10-21 19:00:00,5202.52,SUCCESS,BANK,Field
PAY000000075,A003055,2025-09-21 12:00:00,1562.9,SUCCESS,UPI,Field
PAY000000076,A003369,2026-08-04 17:00:00,12424.0,SUCCESS,CARD,AI Voice
PAY000000077,A001579,2026-05-24 10:00:00,14824.38,FAILED,CARD,WhatsApp
PAY000000078,A000411,2026-04-21 17:00:00,10871.67,SUCCESS,UPI,WhatsApp
PAY000000079,A002885,2026-08-19 19:00:00,8350.37,FAILED,CARD,Self_Pay
PAY000000080,A000315,2026-06-05 12:00:00,2343.38,SUCCESS,CASH,WhatsApp
PAY000000081,A001998,2025-10-12 13:00:00,10951.48,SUCCESS,UPI,Self_Pay
PAY000000082,A000781,2025-11-26 13:00:00,8463.39,SUCCESS,UPI,AI Voice
PAY000000083,A003777,2025-11-08 17:00:00,4225.2,FAILED,UPI,WhatsApp
PAY000000084,A003856,2025-12-15 08:00:00,11139.79,SUCCESS,BANK,Human
PAY000000085,A003814,2026-06-10 19:00:00,10925.0,SUCCESS,CARD,Self_Pay
PAY000000086,A002460,2026-02-01 16:00:00,3746.16,SUCCESS,CASH,AI Voice
PAY000000087,A000961,2026-03-09 10:00:00,4483.25,SUCCESS,CARD,WhatsApp
PAY000000088,A003878,2026-01-08 08:00:00,11947.02,SUCCESS,CASH,Self_Pay
PAY000000089,A002799,2026-06-08 09:00:00,3908.87,FAILED,UPI,Self_Pay
PAY000000090,A000059,2025-09-26 21:00:00,11533.64,SUCCESS,CASH,AI Voice
PAY000000091,A002042,2026-02-24 12:00:00,10676.98,SUCCESS,CASH,Human
PAY000000092,A002108,2026-08-03 08:00:00,7912.21,SUCCESS,CARD,Human
PAY000000093,A001889,2026-04-24 10:00:00,1536.53,FAILED,UPI,Human
PAY000000094,A003630,2025-09-19 19:00:00,5826.94,SUCCESS,UPI,Human
PAY000000095,A001347,2026-07-13 16:00:00,11470.51,SUCCESS,CARD,Self_Pay
PAY000000096,A001364,2026-08-03 15:00:00,8435.96,SUCCESS,UPI,Self_Pay
PAY000000097,A002247,2026-02-03 20:00:00,11266.49,SUCCESS,BANK,AI Voice
PAY000000098,A003269,2025-11-04 14:00:00,4174.04,SUCCESS,CARD,Field
PAY000000099,A000038,2025-12-23 19:00:00,2143.27,SUCCESS,BANK,Self_Pay
PAY000000100,A002417,2026-03-11 10:00:00,11240.77,SUCCESS,CASH,WhatsApp
PAY000000101,A000781,2026-04-22 17:00:00,3070.76,FAILED,UPI,Human
PAY000000102,A001842,2025-12-24 13:00:00,11757.87,FAILED,CASH,AI Voice
PAY000000103,A002824,2026-06-12 21:00:00,1408.76,SUCCESS,CASH,WhatsApp
PAY000000104,A002440,2026-06-01 20:00:00,10747.96,SUCCESS,UPI,Human
PAY000000105,A004061,2025-11-01 19:00:00,13440.0,FAILED,CASH,Field
PAY000000106,A002159,2026-02-03 17:00:00,10917.12,SUCCESS,CARD,Field
PAY000000107,A003012,2026-02-21 21:00:00,8264.0,SUCCESS,BANK,WhatsApp
PAY000000108,A000808,2025-12-02 11:00:00,1442.86,SUCCESS,UPI,Self_Pay
PAY000000109,A000742,2026-04-23 12:00:00,11643.74,SUCCESS,BANK,Self_Pay
PAY000000110,A000322,2026-05-11 14:00:00,1545.53,SUCCESS,CARD,Field
PAY000000111,A001972,2026-05-17 08:00:00,10229.24,SUCCESS,UPI,Self_Pay
PAY000000112,A000110,2026-06-09 11:00:00,4502.26,FAILED,BANK,AI Voice
PAY000000113,A003492,2026-06-22 21:00:00,11679.44,SUCCESS,UPI,WhatsApp
PAY000000114,A001195,2026-03-12 07:00:00,3083.76,FAILED,CARD,Self_Pay
PAY000000115,A002049,2025-10-18 19:00:00,10329.19,SUCCESS,CASH,Field
PAY000000116,A003083,2026-02-14 13:00:00,7891.0,FAILED,UPI,Human
PAY000000117,A004133,2026-04-03 13:00:00,3173.26,FAILED,CASH,WhatsApp
PAY000000118,A002098,2026-06-06 15:00:00,13737.48,FAILED,UPI,Self_Pay
PAY000000119,A002976,2026-03-06 10:00:00,6469.36,SUCCESS,UPI,Human
PAY000000120,A002918,2026-02-25 13:00:00,4330.35,FAILED,BANK,Self_Pay
PAY000000121,A001877,2025-09-27 10:00:00,13149.92,SUCCESS,UPI,WhatsApp
PAY000000122,A004150,2025-09-22 12:00:00,12970.3,SUCCESS,UPI,Human
PAY000000123,A003155,2026-08-09 10:00:00,11653.24,SUCCESS,UPI,AI Voice
PAY000000124,A001521,2026-05-21 20:00:00,14327.97,SUCCESS,UPI,Field
PAY000000125,A003253,2026-05-23 09:00:00,13882.11,FAILED,CASH,AI Voice
PAY000000126,A002006,2026-02-14 14:00:00,8916.1,SUCCESS,CARD,WhatsApp
PAY000000127,A004135,2026-07-05 17:00:00,5594.05,SUCCESS,UPI,WhatsApp
PAY000000128,A002620,2025-12-23 10:00:00,2505.57,SUCCESS,CARD,WhatsApp
PAY000000129,A002198,2025-10-05 17:00:00,14097.0,SUCCESS,CARD,WhatsApp
PAY000000130,A003637,2026-04-11 18:00:00,9842.35,FAILED,CARD,Human
PAY000000131,A001171,2026-07-15 21:00:00,12312.49,FAILED,BANK,Human
PAY000000132,A001141,2025-10-05 17:00:00,4385.13,SUCCESS,CARD,AI Voice
PAY000000133,A002132,2026-03-22 19:00:00,7276.53,SUCCESS,UPI,WhatsApp
PAY000000134,A000884,2026-06-06 14:00:00,14738.47,SUCCESS,CASH,AI Voice
PAY000000135,A002573,2026-06-19 20:00:00,8324.51,SUCCESS,CARD,AI Voice
PAY000000136,A002683,2025-09-08 14:00:00,6620.08,SUCCESS,CASH,AI Voice
PAY000000137,A003706,2026-05-06 09:00:00,15544.29,SUCCESS,CASH,Human
PAY000000138,A002635,2026-08-14 10:00:00,9629.21,FAILED,BANK,Self_Pay
PAY000000139,A001377,2025-10-18 08:00:00,3897.68,SUCCESS,BANK,Self_Pay
PAY000000140,A003187,2025-12-02 07:00:00,14884.47,FAILED,CASH,Human
PAY000000141,A004006,2026-07-12 14:00:00,7509.94,SUCCESS,UPI,WhatsApp
PAY000000142,A001106,2026-03-05 15:00:00,8278.89,SUCCESS,CASH,Self_Pay
PAY000000143,A002344,2025-11-16 08:00:00,9523.0,SUCCESS,UPI,Field
PAY000000144,A000606,2025-10-02 13:00:00,8993.74,SUCCESS,CARD,AI Voice
PAY000000145,A002244,2025-11-04 18:00:00,11027.0,SUCCESS,CARD,Human
PAY000000146,A003086,2026-06-09 16:00:00,12799.62,SUCCESS,CARD,Field
PAY000000147,A001522,2026-02-09 11:00:00,1337.4,FAILED,CASH,Field
PAY000000148,A001291,2025-09-13 08:00:00,7447.38,SUCCESS,CASH,WhatsApp
PAY000000149,A003893,2025-11-09 10:00:00,1352.27,SUCCESS,UPI,Human
PAY000000150,A003607,2025-09-23 10:00:00,8682.0,SUCCESS,BANK,Human
PAY000000151,A001852,2026-02-23 17:00:00,10230.55,FAILED,UPI,Human
PAY000000152,A003594,2025-11-20 21:00:00,3742.32,SUCCESS,UPI,AI Voice
PAY000000153,A000551,2026-01-19 19:00:00,15931.49,SUCCESS,BANK,WhatsApp
PAY000000154,A001150,2026-03-08 08:00:00,4081.71,SUCCESS,CASH,Self_Pay
PAY000000155,A001329,2026-01-25 14:00:00,2698.66,SUCCESS,UPI,WhatsApp
PAY000000156,A000436,2025-12-21 20:00:00,14586.14,SUCCESS,CASH,Self_Pay
PAY000000157,A002028,2026-02-11 15:00:00,11147.03,FAILED,CASH,Human
PAY000000158,A001911,2026-04-26 18:00:00,5295.65,SUCCESS,CARD,Field
PAY000000159,A003010,2025-10-16 10:00:00,15985.61,SUCCESS,CARD,AI Voice
PAY000000160,A002258,2026-01-27 09:00:00,8283.58,SUCCESS,CASH,Field
PAY000000161,A001235,2025-10-14 14:00:00,2778.73,SUCCESS,BANK,AI Voice
PAY000000162,A004037,2025-10-16 07:00:00,4101.62,SUCCESS,UPI,Self_Pay
PAY000000163,A000581,2026-07-09 21:00:00,7097.85,FAILED,UPI,Human
PAY000000164,A000745,2026-02-10 19:00:00,10929.76,SUCCESS,CASH,WhatsApp
PAY000000165,A004088,2026-06-07 16:00:00,13164.46,SUCCESS,UPI,AI Voice
PAY000000166,A004116,2025-09-01 09:00:00,5615.78,SUCCESS,CARD,AI Voice
PAY000000167,A004100,2026-04-27 13:00:00,8579.54,FAILED,CASH,WhatsApp
PAY000000168,A000245,2026-05-23 21:00:00,8721.06,SUCCESS,CARD,Self_Pay
PAY000000169,A002923,2025-09-25 07:00:00,11013.14,FAILED,BANK,AI Voice
PAY000000170,A003561,2025-12-16 16:00:00,9094.38,SUCCESS,CARD,AI Voice
PAY000000171,A001278,2025-12-19 20:00:00,6557.77,FAILED,UPI,Field
PAY000000172,A002934,2026-04-26 07:00:00,14023.8,SUCCESS,UPI,Self_Pay
PAY000000173,A001102,2025-09-10 07:00:00,11577.36,FAILED,UPI,WhatsApp
PAY000000174,A002540,2026-05-26 12:00:00,13469.09,SUCCESS,UPI,Field
PAY000000175,A000090,2026-06-01 21:00:00,2550.0,SUCCESS,BANK,AI Voice
PAY000000176,A001924,2025-09-01 08:00:00,13384.7,SUCCESS,BANK,Human
PAY000000177,A002098,2026-05-23 08:00:00,13500.26,SUCCESS,CARD,Field
PAY000000178,A002076,2025-11-13 08:00:00,5940.0,FAILED,CASH,WhatsApp
PAY000000179,A002125,2025-12-21 20:00:00,7756.83,SUCCESS,UPI,WhatsApp
PAY000000180,A002353,2025-12-16 10:00:00,7898.03,SUCCESS,CASH,Field
PAY000000181,A000819,2026-07-19 08:00:00,8270.08,SUCCESS,CARD,AI Voice
PAY000000182,A001752,2025-10-03 18:00:00,4078.18,SUCCESS,CASH,WhatsApp
PAY000000183,A003433,2025-10-10 10:00:00,3725.23,SUCCESS,BANK,WhatsApp
PAY000000184,A000765,2025-11-22 19:00:00,14997.72,SUCCESS,CARD,Field
PAY000000185,A000208,2026-05-17 19:00:00,15152.04,SUCCESS,CASH,AI Voice
PAY000000186,A000903,2026-03-09 08:00:00,10558.17,FAILED,CARD,Self_Pay
PAY000000187,A000499,2026-01-11 19:00:00,5331.72,SUCCESS,BANK,Self_Pay
PAY000000188,A002388,2026-02-18 08:00:00,2298.09,SUCCESS,BANK,AI Voice
PAY000000189,A003674,2026-08-07 10:00:00,10852.68,SUCCESS,CARD,AI Voice
PAY000000190,A001061,2025-09-18 21:00:00,5290.07,SUCCESS,CASH,WhatsApp
PAY000000191,A004159,2026-06-06 12:00:00,7097.11,SUCCESS,CASH,WhatsApp
PAY000000192,A000139,2026-04-17 13:00:00,2446.68,FAILED,UPI,Field
PAY000000193,A000557,2026-08-14 12:00:00,3772.73,SUCCESS,CASH,AI Voice
PAY000000194,A000503,2025-10-20 11:00:00,15966.46,SUCCESS,CASH,Self_Pay
PAY000000195,A002117,2025-11-21 19:00:00,11093.04,SUCCESS,CARD,Self_Pay
PAY000000196,A001626,2025-10-16 14:00:00,2550.65,SUCCESS,UPI,Field
PAY000000197,A001711,2026-02-27 12:00:00,7786.95,SUCCESS,CASH,Field
PAY000000198,A001001,2025-11-13 16:00:00,12276.08,FAILED,UPI,Self_Pay
PAY000000199,A003797,2026-08-05 10:00:00,7842.0,FAILED,CARD,AI Voice
PAY000000200,A000974,2026-08-13 20:00:00,2837.63,FAILED,UPI,WhatsApp
PAY000000201,A001324,2026-04-18 17:00:00,11574.21,FAILED,CARD,Self_Pay
PAY000000202,A000621,2026-07-24 17:00:00,1783.87,FAILED,UPI,Human
PAY000000203,A000242,2025-09-03 12:00:00,12312.35,SUCCESS,BANK,Human
PAY000000204,A002621,2026-04-07 12:00:00,15607.25,SUCCESS,CARD,AI Voice
PAY000000205,A002693,2026-04-27 12:00:00,12830.83,FAILED,UPI,Field
PAY000000206,A003437,2025-09-08 10:00:00,10969.0,SUCCESS,CASH,Field
PAY000000207,A003636,2026-06-27 09:00:00,9240.0,SUCCESS,CASH,WhatsApp
PAY000000208,A003934,2026-03-18 13:00:00,3397.1,SUCCESS,CASH,Human
PAY000000209,A002980,2025-09-19 20:00:00,6042.42,SUCCESS,BANK,WhatsApp
PAY000000210,A003246,2026-07-14 20:00:00,7818.94,SUCCESS,CARD,AI Voice
PAY000000211,A002980,2025-12-24 17:00:00,3170.16,SUCCESS,CASH,Human
PAY000000212,A001241,2026-08-11 19:00:00,2055.85,SUCCESS,CARD,Field
PAY000000213,A000086,2025-12-22 09:00:00,7678.0,SUCCESS,BANK,WhatsApp
PAY000000214,A003845,2025-10-20 07:00:00,9843.84,SUCCESS,CASH,Field
PAY000000215,A002226,2026-05-24 17:00:00,6141.21,SUCCESS,CARD,AI Voice
PAY000000216,A001916,2026-08-04 16:00:00,13666.4,FAILED,BANK,WhatsApp
PAY000000217,A001519,2026-06-19 20:00:00,5834.46,SUCCESS,CASH,WhatsApp
PAY000000218,A003714,2025-10-06 12:00:00,6520.65,SUCCESS,CARD,Self_Pay
PAY000000219,A002561,2026-05-03 09:00:00,14442.74,SUCCESS,CARD,Human
PAY000000220,A003857,2025-10-15 16:00:00,8211.1,SUCCESS,UPI,AI Voice
PAY000000221,A001680,2025-12-07 08:00:00,6670.63,FAILED,UPI,Field
PAY000000222,A001428,2025-10-06 08:00:00,13564.54,SUCCESS,UPI,Human
PAY000000223,A003693,2025-11-09 18:00:00,13003.29,FAILED,CARD,Human
PAY000000224,A001342,2025-10-08 12:00:00,9847.0,SUCCESS,UPI,WhatsApp
PAY000000225,A001409,2026-02-14 10:00:00,9878.8,SUCCESS,BANK,WhatsApp
PAY000000226,A002878,2026-06-05 20:00:00,6436.47,SUCCESS,CASH,AI Voice
PAY000000227,A002744,2026-01-27 14:00:00,1518.95,SUCCESS,UPI,AI Voice
PAY000000228,A001388,2026-07-19 17:00:00,13694.67,FAILED,CASH,Field
PAY000000229,A001553,2025-12-07 17:00:00,10733.35,SUCCESS,UPI,Field
PAY000000230,A002358,2026-07-18 10:00:00,2349.8,SUCCESS,UPI,WhatsApp
PAY000000231,A000644,2025-12-08 21:00:00,10374.99,SUCCESS,CASH,AI Voice
PAY000000232,A003251,2026-07-18 20:00:00,8466.96,SUCCESS,CARD,Self_Pay
PAY000000233,A002702,2025-11-14 18:00:00,11077.0,SUCCESS,CARD,Field
PAY000000234,A002481,2026-06-12 12:00:00,7067.22,SUCCESS,UPI,Self_Pay
PAY000000235,A001790,2025-09-13 11:00:00,5435.0,SUCCESS,BANK,WhatsApp
PAY000000236,A003232,2025-09-04 11:00:00,15776.38,SUCCESS,CASH,AI Voice
PAY000000237,A000816,2026-04-03 14:00:00,10202.36,SUCCESS,UPI,AI Voice
PAY000000238,A001047,2026-02-19 09:00:00,7686.13,FAILED,UPI,Field
PAY000000239,A003025,2026-04-20 14:00:00,4124.06,FAILED,UPI,Field
PAY000000240,A002057,2026-05-08 20:00:00,13360.31,SUCCESS,BANK,Human
PAY000000241,A002387,2025-09-21 16:00:00,6291.64,SUCCESS,UPI,Self_Pay
PAY000000242,A002216,2026-07-04 08:00:00,7249.03,SUCCESS,UPI,Human
PAY000000243,A002834,2026-06-24 09:00:00,7148.88,SUCCESS,CARD,WhatsApp
PAY000000244,A003475,2025-10-15 17:00:00,2498.54,SUCCESS,BANK,AI Voice
PAY000000245,A004066,2026-01-08 21:00:00,13337.75,FAILED,CARD,Self_Pay
PAY000000246,A004184,2026-05-22 12:00:00,11662.48,FAILED,CARD,WhatsApp
PAY000000247,A001251,2026-08-27 07:00:00,9433.38,SUCCESS,BANK,WhatsApp
PAY000000248,A002222,2026-06-08 07:00:00,15902.4,SUCCESS,CARD,Field
PAY000000249,A000963,2026-05-09 11:00:00,6782.8,SUCCESS,UPI,Self_Pay
PAY000000250,A003524,2026-07-15 13:00:00,8834.11,SUCCESS,CASH,Self_Pay
PAY000000251,A000414,2026-05-03 17:00:00,5286.0,SUCCESS,BANK,Self_Pay
PAY000000252,A001085,2026-08-03 07:00:00,4324.72,FAILED,CASH,AI Voice
PAY000000253,A003853,2025-10-12 18:00:00,7875.53,SUCCESS,CARD,AI Voice
PAY000000254,A003735,2025-11-20 08:00:00,1298.11,FAILED,UPI,Field
PAY000000255,A003772,2025-09-01 12:00:00,5910.0,SUCCESS,CASH,AI Voice
PAY000000256,A003898,2026-06-07 12:00:00,9381.22,FAILED,CARD,Human
PAY000000257,A001097,2026-02-25 13:00:00,11983.3,SUCCESS,BANK,Self_Pay
PAY000000258,A002619,2026-07-24 21:00:00,3093.73,SUCCESS,CARD,AI Voice
PAY000000259,A000307,2025-09-16 18:00:00,12414.38,SUCCESS,BANK,Human
PAY000000260,A003761,2025-09-09 18:00:00,5414.1,FAILED,UPI,Field
PAY000000261,A002308,2026-02-21 11:00:00,1337.55,SUCCESS,BANK,Field
PAY000000262,A002188,2026-08-20 18:00:00,6616.52,SUCCESS,UPI,Field
PAY000000263,A002977,2025-11-26 09:00:00,1367.98,SUCCESS,CARD,AI Voice
PAY000000264,A002571,2025-12-22 18:00:00,6402.2,SUCCESS,CARD,Human
PAY000000265,A002041,2026-07-08 11:00:00,6618.08,FAILED,UPI,Field
PAY000000266,A003983,2026-08-06 14:00:00,14398.0,SUCCESS,CARD,AI Voice
PAY000000267,A001840,2026-02-20 18:00:00,5997.33,SUCCESS,BANK,Self_Pay
PAY000000268,A003198,2026-07-02 12:00:00,13499.7,FAILED,CARD,Field
PAY000000269,A000796,2025-10-10 21:00:00,4467.92,SUCCESS,CARD,Human
PAY000000270,A002843,2026-02-17 11:00:00,9007.37,SUCCESS,UPI,Human
PAY000000271,A003128,2025-10-20 13:00:00,8956.6,FAILED,UPI,WhatsApp
PAY000000272,A001949,2026-07-02 10:00:00,5774.48,FAILED,CARD,Human
PAY000000273,A002029,2026-01-27 20:00:00,6627.85,SUCCESS,BANK,Self_Pay
PAY000000274,A002547,2025-10-19 20:00:00,8654.17,SUCCESS,CARD,Human
PAY000000275,A002742,2026-04-12 17:00:00,9282.42,SUCCESS,BANK,Self_Pay
PAY000000276,A001472,2026-01-27 07:00:00,10395.0,FAILED,CASH,WhatsApp
PAY000000277,A001531,2026-02-15 16:00:00,10946.57,FAILED,CASH,Human
PAY000000278,A003977,2026-04-18 20:00:00,3058.25,SUCCESS,BANK,Field
PAY000000279,A000674,2026-07-05 16:00:00,3022.14,SUCCESS,CARD,WhatsApp
PAY000000280,A003669,2026-06-08 13:00:00,10841.7,SUCCESS,CASH,Self_Pay
PAY000000281,A002421,2026-06-17 07:00:00,4558.45,SUCCESS,BANK,Human
PAY000000282,A000287,2026-01-15 08:00:00,13085.11,FAILED,UPI,Self_Pay
PAY000000283,A002611,2025-11-02 20:00:00,10500.17,SUCCESS,UPI,Field
PAY000000284,A002786,2025-10-13 16:00:00,5397.1,FAILED,CASH,WhatsApp
PAY000000285,A000406,2025-11-23 12:00:00,5470.42,FAILED,CARD,WhatsApp
PAY000000286,A003005,2026-03-14 11:00:00,14806.44,SUCCESS,BANK,Self_Pay
PAY000000287,A002974,2025-09-02 16:00:00,11844.65,FAILED,CARD,Self_Pay
PAY000000288,A000262,2026-07-11 09:00:00,11990.68,SUCCESS,UPI,WhatsApp
PAY000000289,A000468,2026-01-01 19:00:00,8358.82,SUCCESS,BANK,AI Voice
PAY000000290,A001477,2026-02-17 15:00:00,3971.65,SUCCESS,BANK,AI Voice
PAY000000291,A000530,2026-05-18 19:00:00,3907.0,SUCCESS,BANK,Field
PAY000000292,A003866,2025-09-09 12:00:00,10037.35,SUCCESS,UPI,WhatsApp
PAY000000293,A000396,2026-07-19 11:00:00,14294.71,FAILED,UPI,WhatsApp
PAY000000294,A002402,2025-12-24 20:00:00,12483.74,SUCCESS,BANK,Field
PAY000000295,A002087,2026-04-03 21:00:00,11810.88,SUCCESS,CARD,Human
PAY000000296,A002874,2026-06-20 20:00:00,7987.0,SUCCESS,CASH,Field
PAY000000297,A001666,2026-05-12 11:00:00,9300.16,FAILED,BANK,Field
PAY000000298,A000256,2026-08-16 16:00:00,2460.86,SUCCESS,BANK,AI Voice
PAY000000299,A003972,2026-03-06 17:00:00,15459.76,SUCCESS,UPI,AI Voice
PAY000000300,A002794,2026-07-01 11:00:00,6573.27,SUCCESS,BANK,Human
PAY000000301,A002663,2026-06-17 21:00:00,2219.56,FAILED,CARD,Field
PAY000000302,A000512,2025-10-15 18:00:00,12120.05,SUCCESS,BANK,WhatsApp
PAY000000303,A002100,2025-11-01 17:00:00,6720.88,FAILED,CARD,AI Voice
PAY000000304,A003352,2026-04-21 15:00:00,7993.07,SUCCESS,UPI,Field
PAY000000305,A001891,2025-11-25 10:00:00,5203.88,FAILED,CASH,AI Voice
PAY000000306,A002469,2025-09-01 09:00:00,8310.6,FAILED,UPI,Self_Pay
PAY000000307,A001441,2026-03-07 14:00:00,8094.0,SUCCESS,BANK,WhatsApp
PAY000000308,A002824,2025-10-14 17:00:00,13721.19,FAILED,CASH,Field
PAY000000309,A000818,2025-12-09 15:00:00,12502.05,FAILED,UPI,AI Voice
PAY000000310,A000910,2026-01-04 12:00:00,1224.17,SUCCESS,UPI,Human
PAY000000311,A003758,2025-12-22 10:00:00,12474.0,SUCCESS,CARD,WhatsApp
PAY000000312,A000252,2026-08-05 16:00:00,13499.82,SUCCESS,CASH,AI Voice
